appliance_name,power_rating_watts,daily_usage_hours,star_rating,appliance_age_years,household_size,location_type,income_level,season,usage_pattern,daily_consumption_kwh,monthly_bill
Microwave,963,1.6564139762648344,5,6,5,Urban,Medium,Winter,Weekday,1.3399063936801499,11407.560670331366
Fan,127,5.845571346165932,5,2,5,Urban,Medium,Winter,Weekday,0.5790622975511972,11407.560670331366
Lighting,105,6.759030909589528,3,1,5,Urban,Medium,Winter,Weekday,0.6153083788544826,11407.560670331366
Water Heater,2983,11.845191706849384,1,6,5,Urban,Medium,Winter,Weekday,37.59559610066974,11407.560670331366
Computer,197,8.037073715828159,2,0,5,Urban,Medium,Winter,Weekend,1.4249731698163326,11407.560670331366
Refrigerator,177,16.625528086871245,5,7,4,Urban,Low,Monsoon,Weekend,2.51602429302666,7731.358556337031
Washing Machine,469,0.49196198487445864,1,4,4,Urban,Low,Monsoon,Weekday,0.23672915534968025,7731.358556337031
Air Conditioner,1520,6.594103212480219,4,5,4,Urban,Low,Monsoon,Weekend,8.820272457013543,7731.358556337031
Television,70,9.225569241752481,3,1,4,Urban,Low,Monsoon,Weekend,0.5598997972819582,7731.358556337031
Microwave,1022,1.5286743917711207,4,1,4,Urban,Low,Monsoon,Weekday,1.2748410663663097,7731.358556337031
Fan,118,3.9579513744896384,1,4,4,Urban,Low,Monsoon,Weekend,0.47918125700671155,7731.358556337031
Lighting,27,3.379908520847303,1,0,4,Urban,Low,Monsoon,Weekday,0.08669465355973331,7731.358556337031
Water Heater,2983,7.7528816790197,5,2,4,Urban,Low,Monsoon,Weekend,18.038939917842296,7731.358556337031
Computer,142,1.6027006229866727,5,9,4,Urban,Low,Monsoon,Weekday,0.20141138729073513,7731.358556337031
Refrigerator,244,11.054469318220084,4,4,2,Rural,High,Monsoon,Weekday,2.330459003789885,8502.81214599319
Washing Machine,454,0.531414671180497,5,1,2,Rural,High,Monsoon,Weekend,0.18456562944769844,8502.81214599319
Air Conditioner,1529,5.6682705440696415,1,9,2,Rural,High,Monsoon,Weekday,9.715466726970261,8502.81214599319
Television,134,5.530540199054953,5,7,2,Rural,High,Monsoon,Weekday,0.6336339906057261,8502.81214599319
Microwave,1022,1.111766180119851,4,4,2,Rural,High,Monsoon,Weekend,0.9816984311752694,8502.81214599319
Fan,33,6.041046957023848,4,0,2,Rural,High,Monsoon,Weekday,0.1594836396654296,8502.81214599319
Lighting,78,2.7460199647403307,4,1,2,Rural,High,Monsoon,Weekend,0.17477867871579258,8502.81214599319
Water Heater,2961,8.862727633158025,4,0,2,Rural,High,Monsoon,Weekend,20.99402921742473,8502.81214599319
Computer,117,2.683007532378472,5,4,2,Rural,High,Monsoon,Weekday,0.2542686238435078,8502.81214599319
Refrigerator,249,12.966938889633475,5,10,3,Rural,Low,Monsoon,Weekend,2.9058910051668616,6138.450890823479
Washing Machine,474,1.4184098706882562,4,9,3,Rural,Low,Monsoon,Weekend,0.6346760070986843,6138.450890823479
Air Conditioner,1490,6.660559663246995,3,10,3,Rural,Low,Monsoon,Weekday,10.122718576202784,6138.450890823479
Television,129,2.274844257201926,4,10,3,Rural,Low,Monsoon,Weekend,0.2817167128118865,6138.450890823479
Microwave,1017,0.5782004034466031,1,5,3,Rural,Low,Monsoon,Weekend,0.6144911517689291,6138.450890823479
Fan,34,3.47259476936824,3,1,3,Rural,Low,Monsoon,Weekend,0.10236514861143699,6138.450890823479
Lighting,92,9.775156631337302,3,4,3,Rural,Low,Monsoon,Weekend,0.8255706284562231,6138.450890823479
Water Heater,2995,3.560007278253729,5,10,3,Rural,Low,Monsoon,Weekday,9.595999618532925,6138.450890823479
Computer,182,2.7031535235763333,3,9,3,Rural,Low,Monsoon,Weekday,0.49344986311476535,6138.450890823479
Refrigerator,165,9.922541245344725,5,7,3,Rural,Medium,Winter,Weekday,1.3998225061870073,6294.555109397617
Washing Machine,548,0.37177848228849997,4,5,3,Rural,Medium,Winter,Weekday,0.17928645529880627,6294.555109397617
Air Conditioner,1477,5.635358344399285,4,6,3,Rural,Medium,Winter,Weekday,7.45778815011126,6294.555109397617
Television,112,6.6771712757542,4,9,3,Rural,Medium,Winter,Weekend,0.7059639646429401,6294.555109397617
Microwave,1029,0.5220090866232373,4,3,3,Rural,Medium,Winter,Weekend,0.45550095291474385,6294.555109397617
Fan,88,1.7912316772364139,4,6,3,Rural,Medium,Winter,Weekday,0.14123503528673675,6294.555109397617
Lighting,80,7.398114007293889,5,9,3,Rural,Medium,Winter,Weekend,0.5237864717164074,6294.555109397617
Water Heater,2987,6.167906577325858,4,1,3,Rural,Medium,Winter,Weekday,15.03360614832143,6294.555109397617
Computer,196,2.0428155308848153,5,5,3,Rural,Medium,Winter,Weekend,0.3303232713440747,6294.555109397617
Refrigerator,206,14.710347065256705,1,1,6,Urban,Medium,Monsoon,Weekend,2.936391219084152,7054.302034576704
Washing Machine,494,1.8865352940078266,1,9,6,Urban,Medium,Monsoon,Weekday,1.0447141959038901,7054.302034576704
Air Conditioner,1471,3.4414556852782834,3,7,6,Urban,Medium,Monsoon,Weekday,4.905447492339981,7054.302034576704
Television,89,4.457080600142634,2,4,6,Urban,Medium,Monsoon,Weekday,0.385573128557139,7054.302034576704
Microwave,985,1.9374287647137416,2,0,6,Urban,Medium,Monsoon,Weekday,1.717530599918732,7054.302034576704
Fan,34,6.579042266291367,1,4,6,Urban,Medium,Monsoon,Weekday,0.2295033104173081,7054.302034576704
Lighting,95,6.507102006639612,2,7,6,Urban,Medium,Monsoon,Weekend,0.6342472325871631,7054.302034576704
Water Heater,3003,6.717992355306923,4,3,6,Urban,Medium,Monsoon,Weekend,17.107663124452717,7054.302034576704
Computer,124,4.465000421924236,5,2,6,Urban,Medium,Monsoon,Weekend,0.4318548408085121,7054.302034576704
Refrigerator,186,15.140580550289517,1,8,4,Urban,Medium,Summer,Weekend,3.103395076553942,8450.60371498817
Washing Machine,485,0.9130373274950734,3,7,4,Urban,Medium,Summer,Weekday,0.42909558761622224,8450.60371498817
Air Conditioner,1467,12.0694529648446,1,4,4,Urban,Medium,Summer,Weekend,18.166240574412136,8450.60371498817
Television,125,2.9497124551596476,2,1,4,Urban,Medium,Summer,Weekend,0.33847950422956957,8450.60371498817
Microwave,965,0.8361444997885555,1,9,4,Urban,Medium,Summer,Weekday,0.9045118548137667,8450.60371498817
Fan,33,20.035535916592195,1,8,4,Urban,Medium,Summer,Weekend,0.7286122991427917,8450.60371498817
Lighting,100,6.053865305141888,5,1,4,Urban,Medium,Summer,Weekday,0.4631206958433544,8450.60371498817
Water Heater,2964,4.187670198370671,4,1,4,Urban,Medium,Summer,Weekday,10.128399645864066,8450.60371498817
Computer,183,5.149709269945713,1,3,4,Urban,Medium,Summer,Weekday,0.9489935739748661,8450.60371498817
Refrigerator,217,11.821323535394761,2,3,5,Urban,Low,Winter,Weekday,2.447226755650353,12075.17414320618
Washing Machine,468,0.33434495018938776,2,7,5,Urban,Low,Winter,Weekday,0.16054174604253799,12075.17414320618
Air Conditioner,1476,2.0210203693383675,4,4,5,Urban,Low,Winter,Weekend,2.577334520283924,12075.17414320618
Television,90,5.350228894284941,4,5,5,Urban,Low,Winter,Weekend,0.42373812842736736,12075.17414320618
Microwave,1044,0.4315994594208233,2,3,5,Urban,Low,Winter,Weekday,0.4298627031961139,12075.17414320618
Fan,45,9.411555223997754,3,0,5,Urban,Low,Winter,Weekend,0.35999198731791404,12075.17414320618
Lighting,42,3.9580311648164326,4,3,5,Urban,Low,Winter,Weekday,0.14096923796610208,12075.17414320618
Water Heater,2969,14.046612524482448,2,8,5,Urban,Low,Winter,Weekend,43.53938585893667,12075.17414320618
Computer,108,2.5009041273809114,3,1,5,Urban,Low,Winter,Weekday,0.234174658871439,12075.17414320618
Refrigerator,185,10.89530857499771,1,6,5,Rural,Medium,Summer,Weekday,2.1446325399025494,8162.647329778451
Washing Machine,540,0.3610249711643474,2,6,5,Rural,Medium,Summer,Weekday,0.1965131123041776,8162.647329778451
Air Conditioner,1511,5.753039256122638,1,5,5,Rural,Medium,Summer,Weekend,9.084020220221365,8162.647329778451
Television,91,7.776625127895978,2,4,5,Rural,Medium,Summer,Weekend,0.6878580458126551,8162.647329778451
Microwave,1045,1.4251010609421233,1,4,5,Rural,Medium,Summer,Weekday,1.5279506045103164,8162.647329778451
Fan,127,8.696896819593693,4,5,5,Rural,Medium,Summer,Weekday,0.9719651885577913,8162.647329778451
Lighting,104,3.930815064526203,5,9,5,Rural,Medium,Summer,Weekday,0.3617922185389917,8162.647329778451
Water Heater,3022,6.858858933605511,3,2,5,Rural,Medium,Summer,Weekend,18.323084980462575,8162.647329778451
Computer,115,7.253634685310213,5,7,5,Rural,Medium,Summer,Weekend,0.7132136304331268,8162.647329778451
Refrigerator,153,16.30833741234657,5,6,4,Urban,High,Summer,Weekend,2.0959475242347816,7899.789950347151
Washing Machine,474,0.50294928741028,1,1,4,Urban,High,Summer,Weekend,0.23100762540326605,7899.789950347151
Air Conditioner,1508,7.098096103064906,2,7,4,Urban,High,Summer,Weekday,10.98223107543085,7899.789950347151
Television,84,6.729063453141806,2,7,4,Urban,High,Summer,Weekday,0.5799376046455735,7899.789950347151
Microwave,1013,0.5272342648756048,5,3,4,Urban,High,Summer,Weekend,0.4246002067035952,7899.789950347151
Fan,71,8.694799146204998,2,2,4,Urban,High,Summer,Weekend,0.5778215720601994,7899.789950347151
Lighting,39,4.786967874086001,3,7,4,Urban,High,Summer,Weekday,0.18090430292958407,7899.789950347151
Water Heater,3022,7.12646225908568,5,3,4,Urban,High,Summer,Weekend,17.121254312830757,7899.789950347151
Computer,176,5.160714948121694,5,3,4,Urban,High,Summer,Weekend,0.7220872355411874,7899.789950347151
Refrigerator,177,14.80713373711063,1,6,5,Rural,Low,Summer,Weekend,2.788597882442571,14291.791563174278
Washing Machine,478,1.8082923794890582,3,3,5,Rural,Low,Summer,Weekend,0.7787917454135886,14291.791563174278
Air Conditioner,1512,17.231228264093104,1,8,5,Rural,Low,Summer,Weekend,28.711086083110263,14291.791563174278
Television,59,4.148037998661278,5,0,5,Rural,Low,Summer,Weekend,0.18355068144076153,14291.791563174278
Microwave,1033,0.39952278300023086,5,10,5,Rural,Low,Summer,Weekend,0.3714363313553146,14291.791563174278
Fan,64,14.551034403614363,2,3,5,Rural,Low,Summer,Weekend,0.8884279565470786,14291.791563174278
Lighting,30,5.866859200948843,4,5,5,Rural,Low,Summer,Weekday,0.15488508290504946,14291.791563174278
Water Heater,2975,8.772833702013406,1,1,5,Rural,Low,Summer,Weekend,25.290105675321698,14291.791563174278
Computer,190,2.6298594749902304,5,1,5,Rural,Low,Summer,Weekday,0.38225007468983,14291.791563174278
Refrigerator,157,16.09860373500121,3,1,4,Rural,Low,Summer,Weekend,2.19132584180463,5157.34971792443
Washing Machine,507,0.7585923259622974,4,1,4,Rural,Low,Summer,Weekday,0.31383874835851405,5157.34971792443
Air Conditioner,1541,4.382124366433469,1,8,4,Rural,Low,Summer,Weekday,7.44164472083872,5157.34971792443
Television,124,1.3892191391890603,3,0,4,Rural,Low,Summer,Weekday,0.14642369727052693,5157.34971792443
Microwave,974,1.1384646553964974,4,0,4,Rural,Low,Summer,Weekend,0.8870916594849508,5157.34971792443
Fan,40,2.8877389450914874,4,7,4,Rural,Low,Summer,Weekday,0.10534471671693749,5157.34971792443
Lighting,72,3.297482923554004,3,7,4,Rural,Low,Summer,Weekend,0.23005878861051574,5157.34971792443
Water Heater,3046,3.133556702750381,2,3,4,Rural,Low,Summer,Weekday,9.10575228561509,5157.34971792443
Computer,178,7.014105390095092,5,7,4,Rural,Low,Summer,Weekday,1.067476699318572,5157.34971792443
Refrigerator,186,13.212824832339907,1,10,3,Rural,Low,Monsoon,Weekend,2.8016473774493535,5809.138730306278
Washing Machine,452,0.8333891346232861,2,10,3,Rural,Low,Monsoon,Weekday,0.40682723995770337,5809.138730306278
Air Conditioner,1451,3.9181687695610865,1,3,3,Rural,Low,Monsoon,Weekday,5.725059724825569,5809.138730306278
Television,128,5.6159512821384086,4,2,3,Rural,Low,Monsoon,Weekday,0.5980763477426121,5809.138730306278
Microwave,996,0.5925773882583413,4,3,3,Rural,Low,Monsoon,Weekend,0.5004956027421011,5809.138730306278
Fan,65,5.519327322503165,5,9,3,Rural,Low,Monsoon,Weekday,0.3174993042269946,5809.138730306278
Lighting,79,8.872092697345284,3,1,3,Rural,Low,Monsoon,Weekend,0.6076762451192705,5809.138730306278
Water Heater,2981,4.814676930344745,4,4,3,Rural,Low,Monsoon,Weekday,12.40060486696504,5809.138730306278
Computer,133,5.895697581320316,2,10,3,Rural,Low,Monsoon,Weekday,0.8468580005808501,5809.138730306278
Refrigerator,199,10.971984698397236,4,8,1,Urban,Medium,Winter,Weekend,2.0262183582224145,12360.96488621559
Washing Machine,509,0.8597358067697007,4,1,1,Urban,Medium,Winter,Weekend,0.35708610892695464,12360.96488621559
Air Conditioner,1521,3.065462531236106,1,1,1,Urban,Medium,Winter,Weekend,4.5180288861998035,12360.96488621559
Television,114,2.1656792529698508,4,3,1,Urban,Medium,Winter,Weekend,0.20936054474310145,12360.96488621559
Microwave,961,0.4708822541472358,3,4,1,Urban,Medium,Winter,Weekday,0.4154113828441831,12360.96488621559
Fan,124,6.570988182067413,3,9,1,Urban,Medium,Winter,Weekend,0.8172469421800882,12360.96488621559
Lighting,22,3.9270173204716157,3,7,1,Urban,Medium,Winter,Weekend,0.08371615523781391,12360.96488621559
Water Heater,2988,14.179841352692536,2,6,1,Urban,Medium,Winter,Weekend,42.70832088954007,12360.96488621559
Computer,181,2.4958772839968235,4,1,1,Urban,Medium,Winter,Weekend,0.36863109133719485,12360.96488621559
Refrigerator,195,9.31395256495034,1,3,2,Rural,Medium,Winter,Weekday,1.8289342954164736,5821.259033589438
Washing Machine,484,0.9334911748214466,2,1,2,Rural,Medium,Winter,Weekday,0.4147613308672666,5821.259033589438
Air Conditioner,1535,4.246013851236357,5,5,2,Rural,Medium,Winter,Weekday,5.377045790859443,5821.259033589438
Television,77,3.53139254455955,4,0,2,Rural,Medium,Winter,Weekday,0.2175337807448683,5821.259033589438
Microwave,997,1.6160528148051607,3,1,2,Rural,Medium,Winter,Weekend,1.3969144370647661,5821.259033589438
Fan,79,4.982370809421785,4,6,2,Rural,Medium,Winter,Weekday,0.35267213537411174,5821.259033589438
Lighting,86,6.0863976521080785,3,4,2,Rural,Medium,Winter,Weekday,0.4805089218386286,5821.259033589438
Water Heater,2978,5.332540865709887,3,1,2,Rural,Medium,Winter,Weekday,13.768225907238866,5821.259033589438
Computer,133,2.807974712997273,1,9,2,Rural,Medium,Winter,Weekday,0.4186493738849024,5821.259033589438
Refrigerator,235,11.762068764011882,3,7,2,Rural,Low,Winter,Weekday,2.6783994885969657,9162.52350132846
Washing Machine,450,1.8143626748914776,1,7,2,Rural,Low,Winter,Weekend,0.8842296496083617,9162.52350132846
Air Conditioner,1490,3.568121889467372,3,7,2,Rural,Low,Winter,Weekend,5.151690065231887,9162.52350132846
Television,76,6.291925546061627,3,0,2,Rural,Low,Winter,Weekend,0.40645839027558106,9162.52350132846
Microwave,973,1.0868122565782625,4,7,2,Rural,Low,Winter,Weekday,0.9644111129933924,9162.52350132846
Fan,115,4.836301434357781,1,8,2,Rural,Low,Winter,Weekday,0.6129044807761614,9162.52350132846
Lighting,85,5.635862826972237,4,6,2,Rural,Low,Winter,Weekday,0.4292273129022056,9162.52350132846
Water Heater,3021,7.932077672574995,1,8,2,Rural,Low,Winter,Weekday,26.407012927031662,9162.52350132846
Computer,192,3.8617828967165932,3,1,2,Rural,Low,Winter,Weekday,0.642847828119031,9162.52350132846
Refrigerator,168,13.997339741197537,5,2,5,Rural,Medium,Monsoon,Weekend,1.8342113996865252,7479.910900913847
Washing Machine,463,0.9061685700640131,1,3,5,Rural,Medium,Monsoon,Weekend,0.42249294027521556,7479.910900913847
Air Conditioner,1541,4.972277632583509,5,2,5,Rural,Medium,Monsoon,Weekday,5.976578268812726,7479.910900913847
Television,82,2.9213665394195245,2,0,5,Rural,Medium,Monsoon,Weekend,0.21559685060916092,7479.910900913847
Microwave,1036,1.1895520140835854,1,8,5,Rural,Medium,Monsoon,Weekday,1.3580782270228349,7479.910900913847
Fan,85,3.175913100727976,3,6,5,Rural,Medium,Monsoon,Weekday,0.25699488811090787,7479.910900913847
Lighting,53,8.371065439674691,3,5,5,Rural,Medium,Monsoon,Weekend,0.4148281478630793,7479.910900913847
Water Heater,2992,6.812642358629228,2,4,5,Rural,Medium,Monsoon,Weekday,19.81269001078213,7479.910900913847
Computer,110,7.889833038526184,2,6,5,Rural,Medium,Monsoon,Weekend,0.8748246873117833,7479.910900913847
Refrigerator,180,14.033010099974366,3,8,1,Urban,Low,Monsoon,Weekend,2.49057863254345,4709.9594229286795
Washing Machine,514,1.154384218984101,5,0,1,Urban,Low,Monsoon,Weekday,0.4450151164183709,4709.9594229286795
Air Conditioner,1534,2.8271431035039467,5,7,1,Urban,Low,Monsoon,Weekday,3.7079960802626717,4709.9594229286795
Television,79,7.935000087597011,3,6,1,Urban,Low,Monsoon,Weekend,0.5967754865879961,4709.9594229286795
Microwave,1037,0.5811738040690831,1,8,1,Urban,Low,Monsoon,Weekend,0.6641503127712424,4709.9594229286795
Fan,63,1.5775055252083465,2,2,1,Urban,Low,Monsoon,Weekday,0.0930223458104858,4709.9594229286795
Lighting,74,2.137323750272512,4,5,1,Urban,Low,Monsoon,Weekend,0.139182522617746,4709.9594229286795
Water Heater,2994,4.175409786417607,5,6,1,Urban,Low,Monsoon,Weekday,10.500988596448824,4709.9594229286795
Computer,167,6.567676882293465,5,10,1,Urban,Low,Monsoon,Weekend,0.9871218354087078,4709.9594229286795
Refrigerator,214,10.830549498483784,5,4,1,Urban,Medium,Winter,Weekend,1.8773674500671793,5918.080013254289
Washing Machine,499,1.4428629522593193,5,2,1,Urban,Medium,Winter,Weekend,0.5615911182783723,5918.080013254289
Air Conditioner,1485,5.23844637447065,2,3,1,Urban,Medium,Winter,Weekend,7.421254594248826,5918.080013254289
Television,74,5.710446758569006,5,2,1,Urban,Medium,Winter,Weekday,0.329606986904603,5918.080013254289
Microwave,1035,0.8784599456962774,2,7,1,Urban,Medium,Winter,Weekday,0.932845400934334,5918.080013254289
Fan,109,4.288230099870637,3,8,1,Urban,Medium,Winter,Weekend,0.46087324175349675,5918.080013254289
Lighting,69,2.9626294796945487,4,1,1,Urban,Medium,Winter,Weekday,0.1668078902247219,5918.080013254289
Water Heater,2987,3.6102923261452364,1,9,1,Urban,Medium,Winter,Weekend,12.088800302757514,5918.080013254289
Computer,146,5.996953933408135,2,2,1,Urban,Medium,Winter,Weekend,0.8195197367238222,5918.080013254289
Refrigerator,167,21.862730670949055,2,10,6,Urban,Medium,Summer,Weekend,3.943162103812372,6988.669295257984
Washing Machine,540,1.7080946146410316,5,0,6,Urban,Medium,Summer,Weekday,0.6917783189296178,6988.669295257984
Air Conditioner,1458,6.190975896133785,1,1,6,Urban,Medium,Summer,Weekday,8.746623128009603,6988.669295257984
Television,59,3.179311365956396,3,2,6,Urban,Medium,Summer,Weekday,0.16582016360282179,6988.669295257984
Microwave,1029,0.36541129469579225,2,9,6,Urban,Medium,Summer,Weekend,0.39932073202097235,6988.669295257984
Fan,71,10.200494908043352,3,6,6,Urban,Medium,Summer,Weekday,0.6894718518244662,6988.669295257984
Lighting,27,1.327628467720522,3,7,6,Urban,Medium,Summer,Weekday,0.03473474360097202,6988.669295257984
Water Heater,2995,5.105671184815767,4,7,6,Urban,Medium,Summer,Weekday,13.94583450105318,6988.669295257984
Computer,144,4.391246104596971,5,3,6,Urban,Medium,Summer,Weekday,0.5027098540542613,6988.669295257984
Refrigerator,173,12.430641422818422,4,9,5,Urban,Low,Winter,Weekday,2.0300729120433223,13551.209597934458
Washing Machine,503,1.0377320694959045,2,3,5,Urban,Low,Winter,Weekday,0.4979681863324438,13551.209597934458
Air Conditioner,1544,3.091758645866042,2,5,5,Urban,Low,Winter,Weekday,4.7259385957249975,13551.209597934458
Television,82,6.990663453839453,3,1,5,Urban,Low,Winter,Weekday,0.496994227587262,13551.209597934458
Microwave,983,1.5893901743307435,2,7,5,Urban,Low,Winter,Weekday,1.6029921754426661,13551.209597934458
Fan,78,6.21529747573387,5,0,5,Urban,Low,Winter,Weekend,0.36359490233043135,13551.209597934458
Lighting,57,9.534698464633294,4,6,5,Urban,Low,Winter,Weekend,0.48695611998575167,13551.209597934458
Water Heater,2986,14.20396813828777,1,6,5,Urban,Low,Winter,Weekend,45.12748398802663,13551.209597934458
